kernel_name,size_hints,fastest_us,config
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 1, 'r0_': 128}",60.641,XBLOCK=1 num_warps=2
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 1, 'r0_': 32}",18.481,XBLOCK=1 num_warps=2
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 1, 'r0_': 4}",18.441,XBLOCK=1 num_warps=2
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 1, 'r0_': 8}",18.561,XBLOCK=1 num_warps=1
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_2,"{'x': 1, 'r0_': 128}",18.201,XBLOCK=1 num_warps=2
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_2,"{'x': 1, 'r0_': 32}",18.68,XBLOCK=1 num_warps=2
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_2,"{'x': 1, 'r0_': 4}",18.6,XBLOCK=1 num_warps=2
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_2,"{'x': 1, 'r0_': 512}",18.92,XBLOCK=1 num_warps=4
triton_per_fused_add_div_exp_mean_mul_sub_4,"{'x': 1, 'r0_': 128}",19.201,XBLOCK=1 num_warps=1
triton_per_fused_add_div_exp_mean_mul_sub_4,"{'x': 1, 'r0_': 32}",18.48,XBLOCK=1 num_warps=2
triton_per_fused_add_div_exp_mean_mul_sub_4,"{'x': 1, 'r0_': 4}",18.241,XBLOCK=1 num_warps=2
triton_per_fused_add_div_exp_mean_mul_sub_4,"{'x': 1, 'r0_': 512}",18.441,XBLOCK=1 num_warps=2
triton_per_fused_add_div_exp_mul_sub_sum_2,"{'x': 1024, 'r0_': 1024}",19.841,XBLOCK=1 num_warps=2
triton_per_fused_add_div_exp_mul_sub_sum_2,"{'x': 1024, 'r0_': 32}",18.721,XBLOCK=32 num_warps=1
triton_per_fused_add_div_exp_mul_sub_sum_2,"{'x': 4096, 'r0_': 64}",19.08,XBLOCK=16 num_warps=1
triton_per_fused_add_div_exp_mul_sub_sum_2,"{'x': 512, 'r0_': 512}",19.121,XBLOCK=4 num_warps=4
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 128}",18.361,XBLOCK=1 num_warps=2
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 32}",18.36,XBLOCK=1 num_warps=2
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 4}",18.681,XBLOCK=1 num_warps=1
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 512}",18.52,XBLOCK=1 num_warps=2
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 8}",18.68,XBLOCK=1 num_warps=1
triton_per_fused_exp_sub_sum_3,"{'x': 1, 'r0_': 128}",18.24,XBLOCK=1 num_warps=1
triton_per_fused_exp_sub_sum_3,"{'x': 1, 'r0_': 8}",18.361,XBLOCK=1 num_warps=2
triton_per_fused_mean_1,"{'x': 1, 'r0_': 128}",18.161,XBLOCK=1 num_warps=2
triton_per_fused_mean_1,"{'x': 1, 'r0_': 32}",18.601,XBLOCK=1 num_warps=1
triton_per_fused_mean_2,"{'x': 1, 'r0_': 1024}",18.64,XBLOCK=1 num_warps=4
triton_per_fused_mean_2,"{'x': 1, 'r0_': 512}",18.0,XBLOCK=1 num_warps=2
triton_per_fused_std_2,"{'x': 1, 'r0_': 128}",18.281,XBLOCK=1 num_warps=2
triton_per_fused_std_2,"{'x': 1, 'r0_': 32}",18.4,XBLOCK=1 num_warps=1
triton_per_fused_std_2,"{'x': 1, 'r0_': 4}",18.08,XBLOCK=1 num_warps=1
triton_per_fused_std_2,"{'x': 1, 'r0_': 8}",19.04,XBLOCK=1 num_warps=2
triton_per_fused_std_3,"{'x': 1, 'r0_': 1024}",19.04,XBLOCK=1 num_warps=4
triton_per_fused_std_3,"{'x': 1, 'r0_': 512}",18.72,XBLOCK=1 num_warps=4
triton_per_fused_std_4,"{'x': 1, 'r0_': 128}",18.921,XBLOCK=1 num_warps=1
triton_per_fused_std_4,"{'x': 1, 'r0_': 32}",18.68,XBLOCK=1 num_warps=1
triton_per_fused_std_4,"{'x': 1, 'r0_': 4}",18.64,XBLOCK=1 num_warps=1
triton_per_fused_std_4,"{'x': 1, 'r0_': 512}",18.6,XBLOCK=1 num_warps=4
triton_per_fused_var_5,"{'x': 1, 'r0_': 128}",18.64,XBLOCK=1 num_warps=2
triton_per_fused_var_5,"{'x': 1, 'r0_': 8}",18.601,XBLOCK=1 num_warps=2
triton_per_fused_var_6,"{'x': 1, 'r0_': 128}",19.04,XBLOCK=1 num_warps=1
triton_per_fused_var_6,"{'x': 1, 'r0_': 32}",18.64,XBLOCK=1 num_warps=1
triton_per_fused_var_6,"{'x': 1, 'r0_': 4}",18.28,XBLOCK=1 num_warps=2
